order_id,date,customer,product,category,amount
203,2026-04-30,Customer_10,Laptop,Electronics,86140
204,2026-04-24,Customer_34,Speaker,Electronics,42673
205,2026-03-31,Customer_215,Speaker,Electronics,71552
206,2026-01-16,Customer_630,Speaker,Electronics,55650
207,2026-01-21,Customer_241,Smartwatch,electronics,68383
208,2026-04-13,Customer_453,Laptop,Electronics,5484rs
209,2026-01-12,Customer_714,Camera,Electronics,21058
210,2026-04-17,Customer_82,Camera,Electronics,97018
211,2026-04-20,Customer_97,Headphones,Electronics,38327
212,2026-03-17,Customer_396,Headphones,Electronics,86955
213,2026-02-20,Customer_778,Mobile,Electronics,8358
214,2026-01-08,Customer_192,Mobile,Electronics,52688
215,2026-03-07,Customer_657,Speaker,Electronics,70867
216,2026-04-12,Customer_490,Mobile,Electronics,17910
217,2026-04-27,Customer_165,Speaker,electronics,31395
218,2026-01-19,Customer_575,Speaker,Electronics,38556
219,2026-04-05,Customer_394,,Electronics,20121
220,2026-03-31,Customer_171,Laptop,Electronics,909
221,2026-02-01,Customer_588,Headphones,Electronics,63095
222,2026-04-23,Customer_310,Headphones,Electronics,15895
223,2026-02-12,Customer_639,Camera,Electronics,13900
224,2026-01-30,Customer_633,Headphones,Electronics,3441
225,2026-04-17,Customer_228,Laptop,Electronics,N/A
226,2026-01-06,Customer_165,Smartwatch,Electronics,1033
227,2026-04-25,Customer_559,Mobile,Electronics,86202
228,2026-03-24,Customer_108,Mobile,Electronics,20692
229,2026-02-23,Customer_295,Smartwatch,Electronics,40273
230,2026-02-28,Customer_696,,Electronics,73709
231,2026-01-05,Customer_108,Smartwatch,Electronics,28573
232,2026-03-14,Customer_96,Speaker,electronics,87412
233,2026-01-31,Customer_421,Tablet,Electronics,69110
234,2026-01-22,,Laptop,Electronics,59795
235,2026-04-07,Customer_798,Mobile,Electronics,54066rs
236,2026-03-13,Customer_657,Headphones,Electronics,38411
237,2026-03-05,Customer_578,Camera,Electronics,7392
238,2026-01-08,Customer_376,Smartwatch,electronics,N/A
239,2026-03-05,Customer_468,Mobile,Electronics,98577
240,2026-02-01,Customer_175,Headphones,Electronics,78416
241,2026-01-22,Customer_625,Headphones,Electronics,94420
242,2026-02-01,Customer_235,Headphones,Electronics,4610
243,2026-04-18,Customer_785,Laptop,Electronics,35509
244,2026-03-18,Customer_563,Speaker,Electronics,45246
245,2026-04-20,Customer_281,Smartwatch,Electronics,91656
246,2026-03-12,Customer_695,Tablet,Electronics,25933
247,2026-02-07,,Tablet,Electronics,90573rs
248,2026-04-28,Customer_511,Camera,Electronics,25094
249,2026-04-05,Customer_735,Tablet,Electronics,57555
250,2026-01-24,Customer_151,Laptop,Electronics,82820
251,2026-05-01,Customer_631,Speaker,Electronics,21632
252,2026-04-05,Customer_540,Tablet,Electronics,18299
253,2026-02-06,,Laptop,Electronics,68012
254,2026-02-19,Customer_111,Speaker,Electronics,10052
255,2026-01-15,,Smartwatch,Electronics,39955
256,2026-03-11,Customer_293,Smartwatch,Electronics,25275
257,2026-03-07,Customer_745,Tablet,Electronics,64515
258,2026-04-28,Customer_769,Laptop,electronics,94828
259,2026-01-31,Customer_564,Speaker,Electronics,39354
260,2026-02-26,Customer_486,Headphones,Electronics,10579
261,2026-01-16,Customer_728,Mobile,Electronics,99541
262,2026-02-26,Customer_732,Smartwatch,Electronics,76940
263,2026-04-29,Customer_726,,Electronics,37703
264,2026-02-04,,Speaker,Electronics,75646
265,2026-02-18,,Mobile,Electronics,55449
266,2026-03-10,Customer_285,Laptop,Electronics,33728
267,2026-04-12,Customer_744,Smartwatch,Electronics,86872
268,2026-01-20,Customer_684,Speaker,Electronics,6929
269,2026-04-01,Customer_379,Mobile,Electronics,47327
270,2026-01-01,Customer_57,Tablet,Electronics,52807
271,2026-03-26,Customer_318,Mobile,Electronics,24671
272,2026-03-12,Customer_302,Smartwatch,Electronics,15049
273,2026-04-20,Customer_26,,Electronics,78216
274,2026-02-10,Customer_26,Laptop,Electronics,76415rs
275,2026-03-14,Customer_132,Mobile,electronics,31771
276,2026-04-01,Customer_727,Headphones,Electronics,96425
277,2026-02-07,Customer_772,Camera,electronics,41118
278,2026-01-03,Customer_4,Tablet,Electronics,25024rs
279,2026-03-14,,Speaker,Electronics,43573
280,2026-04-03,Customer_643,Tablet,Electronics,39413
281,2026-01-26,Customer_619,,Electronics,46188rs
282,2026-03-08,,Mobile,Electronics,32022
283,2026-02-06,Customer_598,Tablet,Electronics,27995
284,2026-02-27,Customer_590,Smartwatch,Electronics,12139
285,2026-02-12,Customer_628,Smartwatch,Electronics,42380
286,2026-03-23,Customer_673,Mobile,Electronics,62001
287,2026-02-10,Customer_93,Headphones,Electronics,20633
288,2026-04-05,Customer_768,Smartwatch,Electronics,38464
289,2026-03-09,Customer_31,Smartwatch,Electronics,75802
290,2026-04-29,Customer_573,Mobile,Electronics,51584
291,2026-04-24,Customer_479,Speaker,Electronics,5128
292,2026-04-22,Customer_545,Smartwatch,Electronics,97318
293,2026-02-08,Customer_766,Headphones,Electronics,83068
294,2026-01-30,Customer_514,Tablet,Electronics,79364
295,2026-02-05,,Laptop,Electronics,90635
296,2026-03-19,Customer_330,Laptop,Electronics,85505
297,2026-01-06,Customer_585,Tablet,Electronics,78726
298,2026-03-19,Customer_568,Tablet,Electronics,15411
299,2026-03-15,Customer_628,Smartwatch,Electronics,27857
300,2026-03-25,Customer_774,Mobile,Electronics,46384
301,2026-01-22,Customer_500,Smartwatch,Electronics,72677
302,2026-01-12,Customer_44,Speaker,Electronics,53994
303,2026-02-21,Customer_636,Speaker,Electronics,6454
304,2026-04-22,Customer_474,Laptop,Electronics,47329
305,2026-01-14,Customer_67,Camera,electronics,N/A
306,2026-01-11,Customer_5,Headphones,Electronics,61533
307,2026-04-27,Customer_716,Speaker,Electronics,83219
308,2026-01-27,Customer_46,Speaker,Electronics,N/A
309,2026-04-18,Customer_745,Speaker,Electronics,64630
310,2026-02-18,Customer_110,Smartwatch,Electronics,73538
311,2026-04-12,,Smartwatch,Electronics,81642
312,2026-04-26,Customer_788,Camera,Electronics,95963
313,2026-03-07,Customer_615,Headphones,Electronics,59024
314,2026-03-10,Customer_568,Mobile,Electronics,35247
315,2026-01-23,Customer_507,Laptop,Electronics,45977
316,2026-01-05,Customer_335,Smartwatch,Electronics,38765
317,2026-01-14,Customer_605,Smartwatch,Electronics,19161
318,2026-04-03,Customer_205,Smartwatch,Electronics,7496
319,2026-02-11,Customer_287,Speaker,Electronics,70247rs
320,2026-04-05,Customer_81,Tablet,Electronics,31577
321,2026-03-17,Customer_636,Tablet,Electronics,6068
322,2026-03-07,Customer_567,Mobile,Electronics,N/A
323,2026-01-14,Customer_8,Camera,Electronics,45879
324,2026-02-14,Customer_496,Mobile,Electronics,47741
325,2026-01-23,Customer_680,Headphones,Electronics,30098
326,2026-01-05,Customer_770,,Electronics,11924
327,2026-01-09,Customer_435,Mobile,Electronics,9299
328,2026-03-25,Customer_453,Smartwatch,Electronics,35561
329,2026-03-26,Customer_521,Speaker,Electronics,69431
330,2026-04-28,Customer_487,Laptop,Electronics,80578
331,2026-03-16,Customer_126,Headphones,Electronics,N/A
332,2026-04-28,Customer_648,Laptop,Electronics,40536
333,2026-02-14,Customer_469,Laptop,Electronics,75606
334,2026-04-19,Customer_528,Mobile,Electronics,9604
335,2026-04-12,Customer_469,Headphones,Electronics,56144
336,2026-04-25,Customer_683,Headphones,Electronics,42633
337,2026-01-29,Customer_208,Speaker,Electronics,4238
338,2026-04-06,Customer_171,Smartwatch,Electronics,63728
339,2026-04-10,Customer_787,Smartwatch,Electronics,37935
340,2026-04-16,Customer_654,Headphones,Electronics,83050rs
341,2026-03-18,Customer_698,Camera,Electronics,87612
342,2026-03-25,Customer_561,Camera,electronics,33314
343,2026-02-14,Customer_58,Camera,Electronics,N/A
344,2026-03-02,Customer_425,Headphones,Electronics,58325
345,2026-01-10,Customer_108,Laptop,Electronics,30146
346,2026-02-01,Customer_104,Mobile,Electronics,16888
347,2026-04-11,Customer_570,Headphones,Electronics,11429
348,2026-01-25,Customer_627,Laptop,electronics,57525
349,2026-01-31,Customer_288,Camera,Electronics,55919
350,2026-01-31,Customer_53,Laptop,Electronics,97065
351,2026-04-14,,Headphones,Electronics,65735
352,2026-03-12,Customer_606,Speaker,Electronics,34810
353,2026-02-10,Customer_323,Tablet,Electronics,46404rs
354,2026-01-19,Customer_148,Speaker,Electronics,29201
355,2026-01-24,Customer_418,Mobile,Electronics,12730
356,2026-04-16,,Camera,Electronics,18704
357,2026-03-21,Customer_596,Smartwatch,Electronics,1681
358,2026-04-21,Customer_465,Camera,Electronics,51481rs
359,2026-04-11,Customer_359,Laptop,Electronics,36348
360,2026-03-19,Customer_284,Speaker,Electronics,29859
361,2026-03-24,Customer_139,Headphones,Electronics,90915
362,2026-01-05,Customer_86,Speaker,Electronics,25419
363,2026-03-22,Customer_563,Headphones,Electronics,4049
364,2026-01-09,Customer_712,Smartwatch,Electronics,58199
365,2026-04-04,Customer_498,Speaker,Electronics,56004
366,2026-04-16,Customer_96,Laptop,Electronics,29163
367,2026-05-01,Customer_505,Speaker,Electronics,78689
368,2026-03-18,Customer_66,Smartwatch,Electronics,32193
369,2026-04-03,Customer_338,Tablet,Electronics,88766
370,2026-03-24,Customer_94,Headphones,Electronics,91561
371,2026-03-27,Customer_424,Tablet,Electronics,27516
372,2026-04-05,Customer_120,Tablet,Electronics,65127
373,2026-01-23,Customer_217,Headphones,Electronics,84223
374,2026-04-16,Customer_342,Tablet,Electronics,47909
375,2026-02-14,Customer_492,Tablet,Electronics,8049
376,2026-02-08,Customer_181,Smartwatch,Electronics,5487rs
377,2026-04-10,Customer_67,Speaker,Electronics,64525
378,2026-03-26,Customer_328,Camera,Electronics,41501
379,2026-04-08,Customer_750,Speaker,Electronics,28055
380,2026-03-06,Customer_215,Tablet,electronics,27452
381,2026-04-02,Customer_206,Speaker,Electronics,72262
382,2026-01-21,Customer_70,Headphones,Electronics,94630
383,2026-04-02,Customer_424,Smartwatch,Electronics,17804
384,2026-04-14,Customer_33,Speaker,Electronics,14968
385,2026-01-21,Customer_450,Camera,Electronics,64441
386,2026-03-28,Customer_269,Headphones,Electronics,93318
387,2026-02-17,Customer_368,Speaker,Electronics,86113
388,2026-03-22,Customer_305,Smartwatch,Electronics,46561
389,2026-03-20,,Smartwatch,Electronics,73334
390,2026-02-15,Customer_137,Speaker,Electronics,N/A
391,2026-02-04,Customer_432,Smartwatch,Electronics,67923
392,2026-01-31,Customer_429,Smartwatch,Electronics,N/A
393,2026-02-05,Customer_742,Speaker,Electronics,8275
394,2026-03-01,Customer_59,Laptop,Electronics,6836rs
395,2026-04-14,Customer_2,Laptop,Electronics,40197
396,2026-01-01,Customer_373,Mobile,Electronics,91142
397,2026-04-30,Customer_116,Smartwatch,Electronics,23750
398,2026-03-09,,Tablet,Electronics,90703
399,2026-02-07,Customer_380,Tablet,Electronics,32697
400,2026-01-03,,Camera,Electronics,12016
401,2026-03-27,Customer_553,Camera,Electronics,72074
402,2026-03-29,Customer_493,Laptop,Electronics,89978
403,2026-01-20,Customer_3,Headphones,Electronics,62131rs
404,2026-04-11,,Speaker,Electronics,87665
405,2026-01-25,Customer_260,Tablet,Electronics,22445
406,2026-01-16,Customer_107,Tablet,Electronics,35907
407,2026-02-20,Customer_179,Smartwatch,Electronics,7776
408,2026-01-12,Customer_724,Laptop,Electronics,56335
409,2026-03-09,Customer_485,Mobile,Electronics,25263
410,2026-01-16,Customer_114,Tablet,Electronics,11351
411,2026-01-13,Customer_115,Headphones,Electronics,88417
412,2026-01-21,Customer_391,Smartwatch,Electronics,24449
413,2026-03-26,Customer_8,Mobile,Electronics,3685
414,2026-01-31,Customer_720,Tablet,Electronics,N/A
415,2026-02-28,Customer_77,Smartwatch,Electronics,32357
416,2026-03-17,Customer_727,Camera,Electronics,84043
417,2026-04-28,Customer_570,Mobile,electronics,52232
418,2026-03-09,Customer_162,Headphones,Electronics,19626
419,2026-04-23,,Headphones,Electronics,76972
420,2026-02-27,Customer_514,Smartwatch,Electronics,68041
421,2026-01-01,Customer_432,Mobile,Electronics,64692
422,2026-01-27,Customer_770,Speaker,Electronics,19904
423,2026-01-06,Customer_101,Tablet,Electronics,73088
424,2026-02-12,Customer_150,Tablet,Electronics,72564
425,2026-03-19,Customer_174,,Electronics,25777
426,2026-03-02,Customer_103,Tablet,Electronics,42348rs
427,2026-04-17,Customer_227,,Electronics,35950
428,2026-01-27,Customer_727,Headphones,Electronics,86331
429,2026-03-06,,Tablet,Electronics,53678
430,2026-03-13,Customer_797,Speaker,Electronics,85423
431,2026-03-19,Customer_80,Camera,Electronics,75740
432,2026-01-23,Customer_14,Speaker,Electronics,68884
433,2026-02-20,Customer_287,Camera,electronics,30032rs
434,2026-01-28,Customer_22,Laptop,Electronics,8295
435,2026-02-13,Customer_635,Smartwatch,Electronics,93716
436,2026-01-05,Customer_146,Camera,Electronics,49648
437,2026-01-09,Customer_492,Speaker,Electronics,51310
438,2026-03-23,Customer_336,Smartwatch,Electronics,61459
439,2026-03-29,Customer_427,Mobile,Electronics,48175
440,2026-01-10,Customer_35,Smartwatch,Electronics,54340
441,2026-01-26,Customer_271,Speaker,Electronics,48935rs
442,2026-02-18,Customer_421,Tablet,Electronics,37798
443,2026-03-15,Customer_775,Laptop,Electronics,47282
444,2026-02-27,Customer_382,Smartwatch,Electronics,69619
445,2026-01-02,Customer_789,Smartwatch,electronics,83616
446,2026-03-02,Customer_477,Mobile,Electronics,31512
447,2026-04-24,Customer_67,Laptop,Electronics,10682
448,2026-04-11,,Camera,Electronics,5678
449,2026-02-27,Customer_317,Tablet,Electronics,20078
450,2026-01-24,Customer_411,Headphones,Electronics,51513
451,2026-01-09,Customer_494,Laptop,Electronics,65478
452,2026-04-13,Customer_387,Laptop,Electronics,82846
453,2026-01-02,Customer_236,Speaker,Electronics,6729
454,2026-03-27,Customer_58,Headphones,Electronics,2689
455,2026-03-13,Customer_330,Smartwatch,Electronics,99910
456,2026-02-27,Customer_238,Smartwatch,Electronics,84181
457,2026-03-19,Customer_671,Tablet,Electronics,64452
458,2026-03-03,Customer_293,Laptop,Electronics,46323
459,2026-01-13,Customer_672,Camera,Electronics,66549
460,2026-04-05,Customer_759,Tablet,Electronics,64398rs
461,2026-03-01,Customer_34,Smartwatch,Electronics,71332rs
462,2026-02-12,Customer_253,Headphones,Electronics,54996
463,2026-04-15,Customer_764,Speaker,Electronics,N/A
464,2026-01-15,Customer_251,Tablet,Electronics,46420
465,2026-03-22,Customer_604,Mobile,Electronics,79403
466,2026-03-21,Customer_794,Camera,Electronics,98820
467,2026-02-17,Customer_171,Camera,Electronics,98058rs
468,2026-03-25,Customer_629,Camera,Electronics,90367
469,2026-04-13,Customer_510,Laptop,Electronics,72719
470,2026-01-17,Customer_513,Headphones,Electronics,63039
471,2026-02-05,Customer_428,Tablet,Electronics,16561
472,2026-03-14,Customer_209,Tablet,Electronics,N/A
473,2026-02-08,Customer_53,Smartwatch,Electronics,43272
474,2026-03-25,Customer_798,Camera,Electronics,29748
475,2026-03-04,Customer_495,Smartwatch,Electronics,39707
476,2026-02-26,Customer_158,Smartwatch,Electronics,81354
477,2026-01-02,Customer_604,Mobile,Electronics,9511
478,2026-03-02,Customer_443,Mobile,Electronics,83579
479,2026-04-27,Customer_45,Camera,Electronics,44820
480,2026-01-19,Customer_625,Speaker,Electronics,16791
481,2026-02-23,Customer_606,Mobile,Electronics,N/A
482,2026-04-14,Customer_529,Tablet,Electronics,18406
483,2026-01-07,Customer_212,Laptop,Electronics,87326
484,2026-01-11,Customer_36,Smartwatch,Electronics,58925
485,2026-01-13,Customer_677,Speaker,Electronics,58680
486,2026-01-25,Customer_213,Laptop,Electronics,29000
487,2026-01-01,Customer_573,Mobile,Electronics,42436
488,2026-01-24,Customer_737,Speaker,Electronics,91307
489,2026-04-23,Customer_625,Smartwatch,Electronics,N/A
490,2026-03-22,Customer_737,Smartwatch,Electronics,4677rs
491,2026-01-08,Customer_777,Camera,Electronics,41694
492,2026-01-31,Customer_789,Headphones,Electronics,71659
493,2026-04-16,Customer_514,Headphones,Electronics,41783
494,2026-04-29,Customer_633,Tablet,Electronics,54251
495,2026-04-30,Customer_595,Mobile,Electronics,91271
496,2026-01-26,Customer_193,Camera,Electronics,98835
497,2026-04-17,Customer_675,Smartwatch,Electronics,34916
498,2026-02-05,Customer_31,Laptop,Electronics,20932
